"{1.2552910725317454, 0.356152929357772, 0.1268449090901221, 62297/6295, Sqrt[281288522/22643115], 281288522/22643115, 2964084717654935738/969259599459569929, (9858658597797*Sqrt[2/984509827])/984509827, {62297/6295, 1389411/12590, 8547116/6295, 228446739/12590, 1634623682/6295, 49449115071/12590, 390859440836/6295, 12801020900859/12590, 107841950138822/6295, 3720890966790231/12590}, {0, 984509827/79254050, 9858658597797/498904244750, 1482042358827467869/3140602220701250, 32644801044037206435081/19770090979314368750, 666206649761414141368700777/24890544542956790256250, 110809549182157465994202520447041/783429889489564973315468750, 9622001734544387924956732047805323061/4931691154336811507020875781250, 422884313058328362274607995257307278510537/31044995816550228436696413042968750, 33370163450120470375158171483628102945164104893/195428248665183688009003920105488281250}}","{31.646365217662055, 0.2213717875893903, 0.049005468340522135, 8130271/12590, Sqrt[3239196837829/158501805], 3239196837829/158501805, 30368644953098326235959177/10492396154201392925433241, 4418884857198473712/(3239196837829*Sqrt[3239196837829]), {8130271/12590, 5507585653/12590, 1958408008076/6295, 2920474828554379/12590, 1137857944537149098/6295, 1844658851015219512843/12590, 773574873906131898278966/6295, 1335444027448423470812816179/12590, 590194442403853753300477800698/6295, 1063735995572129783372103211663483/12590}, {0, 3239196837829/158508100, 552360607149809214/249452122375, 30368644953098326235959177/25124817765610000, 2783523785848781803076692401522/9885045489657184375, 86321398448953498356902616130615755689/796497425374617288200000, 101505702677798164705588061437272191481748911/3133719557958259893261875000, 7208213393237132837399740018939680068655275813686033/631256467755111872898672100000000, 57680683130268967656490448148678491087932261287503750619/15522497908275114218348206521484375, 128189923645954740227968149706035290453013021605081925285927728341/100059263316574048260610007094010000000000}}"
"{0.6551867150429888, 0.22986764338415633, 0.052839133474985665, 35339/2850, (2*Sqrt[32992977/649781])/5, 131971908/16244525, 4906000059508009/1451382041763372, 171371685313/(65985954*Sqrt[65985954]), {35339/2850, 553613/3420, 4210521/1900, 108496199/3420, 900285761/1900, 25200504611/3420, 226157678301/1900, 6812573265383/3420, 65414446022121/1900, 2094626191824299/3420}, {0, 10997659/1353750, 171371685313/23149125000, 4906000059508009/21991668750000, 19508799940651508591/31338127968750000, 274467681545585016300791/26794099413281250000, 23513281752787412311752529433/509087888852343750000000, 10575181180695223130510247959831/17912351644804687500000000, 10481670545225030917143992457339440293/3101299782902371582031250000000, 74130587233997373114781918611294239330387/1964156529171502001953125000000000}}","{11.47951368285761, 0.11783010329133144, 0.013883933241645835, 41341/50, (2*Sqrt[2028746987/34199])/5, 8114987948/854975, 69330358833792601347/16463257349046312676, (-53832847659129*Sqrt[19/4057493974])/4057493974, {41341/50, 11852395201/17100, 223418385499/380, 8616444110120563/17100, 2484168915968903969/5700, 6499529427858163604851/17100, 380795802957319499191541/1140, 5055778638159071933605936843/17100, 26346741436661688953609431657/100, 4040619567350253657699057788386051/17100}, {0, 2028746987/213750, -5981427517681/7125000, 405440694934459657/1068750000, -659605873442577530461/8906250000, 3305515652265477677960141/133593750000, -92552994224630207531713909641/14843750000000, 12805032972980075117114261550013063/6679687500000000, -14822635285489299867771770563785887221/27832031250000000, 1335941039373199883721321858897083977181993/8349609375000000000}}"
"{1.286791672783755, 0.33980498672966025, 0.11546742900634457, 15457/1387, 2*Sqrt[72414295/20198881], 289657180/20198881, 250060886066514579/83901281925552400, (969977425479*Sqrt[21/144828590])/579314360, {15457/1387, 4035047/29127, 18428353/9709, 823289027/29127, 59990393/133, 221768030507/29127, 186481617279/1387, 71685124529027/29127, 450092176251409/9709, 26018995597759067/29127}, {0, 579314360/40399149, 646651616986/18677873221, 47630644965050396/77718630472581, 127734947973277753970/35931913488489949, 6416744063687233758246860/149512692025606677789, 3399109522476107532881329758/9874957325691260099683, 1066455126543554515623883146393836/287627882025409332923466741, 4509472669608391951605839793173682130/132979957456414248254949456589, 195121608481583166737547089102468681997260/553329602976139686988844688866829}}","{43.277893041880105, 0.24568834264335204, 0.06036276171083716, 6960998/9709, 2*Sqrt[1096802612943/141392167], 4387210451772/141392167, 1165620455851330442343713/534655987448263231609444, 297442452918569109/(1462403483924*Sqrt[731201741962]), {6960998/9709, 756004004/1387, 4238778330140/9709, 3551130250049472/9709, 3089213278608200388/9709, 2772158251291884553888/9709, 2551746010561585542378340/9709, 342630123289966987689328976/1387, 2293567950074478503051575161188/9709, 2225279504403304471967360195979648/9709}, {0, 2924806967848/94264681, 1189769811674276436/915215787829, 18649927293621287077499408/8885830084031761, 15302668716356271839535202047780/86272524285864367549, 161252847894850936604084821459024247568/837619938291457144533241, 203956602076391320724963558910295349863052436/8132451980871757416273236869, 233256173027658126564892902255391980067796145423184/11279710897469127536370979537303, 2709163912958142016871921686488900551223465562719473528580/766602991724694314754380882293723789, 17989780841547074185537476139231441327022485643851764555592737488/7442948446655057101950283986189764267401}}"
"{0.9222226258358914, 0.29172454978117324, 0.08510321294502822, 159286/14699, 6*Sqrt[39984589/144035501], 1439445204/144035501, 1180564483966688311/388500467872237803, -312812442937/(79969178*Sqrt[239907534]), {159286/14699, 1872998/14699, 23363107/14699, 305571764/14699, 4162193071/14699, 58764237908/14699, 856775262967/14699, 12858058504124/14699, 198037688684911/14699, 3121589180817668/14699}, {0, 2159167806/216060601, -25337807877897/3175874774099, 14166773807600259732/46682183304481201, -353425697713786156321905/686181412392569173499, 134989514925388508025086279856/10086180580758374281261801, -4593044276881300239872600311346637/148256768356567343560267212899, 1509362519349476106332028095099254595172/2179226238073183382992367762402401, -61178185262370792942736241440814962958673945/32032446473437722546604813739552892299, 18442916854860921585118785470270500212421327664856/470844930713061083712544157157687963903001}}","{26.178303102291476, 0.19284549326019237, 0.0371893842707669, 10346901/14699, Sqrt[2654199379054/144035501], 2654199379054/144035501, 20566959832803046497905633/5283580757827979380451187, -3043122896371925095/(1327099689527*Sqrt[3981299068581]), {10346901/14699, 7554232218/14699, 5656631532459/14699, 4314634477115754/14699, 3338457984046186971/14699, 2613535917345478558218/14699, 2066479466156444302129059/14699, 1648186797419542997605099434/14699, 1324750069471623360936280611531/14699, 1072194636213128781688576055777418/14699}, {0, 3981299068581/216060601, -9129368689115775285/3175874774099, 61700879498409139493716899/46682183304481201, -264468623784177013623348648972285/686181412392569173499, 1427487026475383142448825672364122002591/10086180580758374281261801, -7029248719901599493565431020177519365905842185/148256768356567343560267212899, 36594590962728900289276578974979690934037642682608019/2179226238073183382992367762402401, -187050030498506966427593009710003930050992270612529322380165/32032446473437722546604813739552892299, 971970439018419982682258372968726938001006220960235247757874738951/470844930713061083712544157157687963903001}}"
"{1.2070073725810695, 0.33848958933175066, 0.11457520208597721, 294622/27967, 2*Sqrt[1243126895/391062561], 4972507580/391062561, 2616347092659201143/1236291581657872820, -2710837107/(4095970*Sqrt[2486253790]), {294622/27967, 3459332/27967, 43918144/27967, 590089280/27967, 8269045672/27967, 119654591552/27967, 1775619819784/27967, 26890514037200/27967, 414125389674952/27967, 6468278354778272/27967}, {0, 9945015160/782153089, -13163824991592/21874475440063, 209307767412736091440/611763454632241921, -1388158878011440117247640/17109188535699909804607, 5857507166955028766318881900960/478492675777919377505443969, -101615548375578490614465453433069272/13382004663481071230694751481023, 193846168497734311448826081313687839336880/374254524423575119108840114669770241, -6421016613113188219444639815786792164655303000/10466776284554125356116931486969464330047, 7210678962761897275206725268681399754750071477741760/292724332350125223834522222896075008918424449}}","{34.55149725579198, 0.22734278692475698, 0.051684742766715454, 18696073/27967, 2*Sqrt[38274155911/6628179], 153096623644/6628179, 177197233989000874383654889/81589683651921370418640016, -8726176968838428453/(18065401589992*Sqrt[4516350397498]), {18696073/27967, 13144368263/27967, 9628406663431/27967, 7290317058476531/27967, 5669769222284811223/27967, 4506984270278826760283/27967, 3648242125679509555796911/27967, 2998556461055286656722456691/27967, 2496920833341544045873891438183/27967, 2102799731633782574818688310427403/27967}, {0, 18065401589992/782153089, -17452353937676856906/21874475440063, 708788935956003497534619556/611763454632241921, -1579810854360835104829386278428050/17109188535699909804607, 36930641347988644605581671954992433633492/478492675777919377505443969, -127379438078044368791300706976299738870005074386/13382004663481071230694751481023, 2207989621518845148857250018605241843379907374484134996/374254524423575119108840114669770241, -9950834549934900972734531307420330321714991023208467918331890/10466776284554125356116931486969464330047, 142937981891415715002895766237794772087730519950327845763040254492692/292724332350125223834522222896075008918424449}}"
"{0.8945212441203134, 0.2781533629480113, 0.0773692933192881, 7307/632, Sqrt[210670413/5092498]/2, 210670413/20369992, 11950264509748061/4931335879287841, (19174444686*Sqrt[17/70223471])/70223471, {7307/632, 1547297/10744, 20506717/10744, 3621531/136, 4164389189/10744, 62775945397/10744, 974219128677/10744, 15490386602309/10744, 251385509641189/10744, 4150912942632597/10744}, {0, 70223471/6790208, 9587222343/2145705728, 702956735867533/2712172040192, 95385537375487655/428523182350336, 9963530061018671465451/1083306604981649408, 3230619724724262546963413/342324887174201212928, 169103175109010624066664856073/432698657388190333140992, 13544483998801894341249418995495/34183193933667036318138368, 3183747026070310198249471023693309031/172830228528620535624507588608}}","{22.559225096691627, 0.1724279120169794, 0.02973138484253519, 2038051/2686, Sqrt[740939946602/43286233], 740939946602/43286233, 238532797845617673931653/137248001117643652836601, (40363648717360638*Sqrt[3/370469973301])/370469973301, {2038051/2686, 2388575132/4029, 1279883948313/2686, 1584233988210626/4029, 892411527790382981/2686, 1154693932820155255772/4029, 8554786077238327601287/34, 903226964055307821536418566/4029, 543102348086340058778273951661/2686, 742190576714400645062862410036912/4029}, {0, 370469973301/21643788, 6727274786226773/9689202428, 79510932615205891310551/156151186329648, 1359615839237044550814722545/34951840540119544, 20681432257058522040877712215699561/1126567724289133142208, 947247349173622321383831543919627385063/504326817906768603328448, 6016101036952812521286842114301138694316804971/8127730997385482811241267968, 81460647209952404760372788036645368116229917261545/909628560790725284624751906752, 1880640379175544934665855421005145799328260940773858998621/58638295542813314748050006916860928}}"
"{0.8470769971859248, 0.2790210464899841, 0.07785274438436587, 161891/14879, 2*Sqrt[340058389/147584801], 1360233556/147584801, 1743043264733434841/693838247575651926, (209075743849*Sqrt[3/680116778])/340058389, {161891/14879, 1898585/14879, 23658635/14879, 309850061/14879, 4229415251/14879, 59780670725/14879, 870499602275/14879, 13004866319021/14879, 198651116251091/14879, 3093756914975765/14879}, {0, 2040350334/221384641, 3763363389282/3293982073439, 10458259588400609046/49011159270698881, 63402304018177973516190/729237038788728650399, 76617316449079035406283828754/10850317900137493589286721, 726064645116550607156683594954362/161441880036145767114997121759, 689576990699269785718777117302378016926/2402093733057812868904042174652161, 8189457632836561641512050228722481889389110/35740752654167197676423243516649503519, 7172903317838806542532779837747965793719367625674/531786658741353734227501440284227962859201}}","{23.24465099995353, 0.17964190769849567, 0.03227121500155484, 10717203/14879, Sqrt[7412993715566/442754403], 7412993715566/442754403, 36241639695707077947406393/13738118956755252527675089, -3762023701804542531/(3706496857783*Sqrt[3706496857783]), {10717203/14879, 7968609248/14879, 6081582838023/14879, 4742516431969856/14879, 3765797634961076163/14879, 3037055659113689352308/14879, 2483057656573392078838623/14879, 2055238802430121064544938456/14879, 1720385480270384712032346288603/14879, 1455177571673895127701046061319068/14879}, {0, 3706496857783/221384641, -3762023701804542531/3293982073439, 36241639695707077947406393/49011159270698881, -66760074488105837551390998220155/729237038788728650399, 471828575090955133486692468033844600693/10850317900137493589286721, -1176752999821437364074272711132385785087691711/161441880036145767114997121759, 7099458969305461343654792234117325616245495032864473/2402093733057812868904042174652161, -21652456603970212834352350204876504475117750217360049157715/35740752654167197676423243516649503519, 117784572412364183679350044966971212406694372355152737224350041853/531786658741353734227501440284227962859201}}"
"{1.1038476274152804, 0.3149203836194424, 0.09917484801901677, 319941/28745, (3*Sqrt[563967043/103280785])/2, 5075703387/413123140, 73961133689520263687/17175176581868847846, 146406452325067/(5075703387*Sqrt[1127934086]), {319941/28745, 3914199/28745, 52490841/28745, 769672959/28745, 12284289921/28745, 211666273959/28745, 3891885198921/28745, 75364684169679/28745, 1517956217312721/28745, 31470737392177719/28745}, {0, 10151406774/826275025, 878438713950402/23751275593625, 443766802137121582122/682730416938750625, 100848402154842795506480754/19625085834904386715625, 7114062231857135208512059051674/112824618464865319228128125, 10431702055370496299368438384936868106/16215718288862768006062714765625, 3439187290842644244973299855158346352522218/466120822213360266334272735937890625, 1089967116280260742981239710411819764532685648258/13398643034523040855778669794534666015625, 358544204767087669262266375613126915428259930782822866/385143994027364809399357863243898974619140625}}","{28.2487007906567, 0.19818967129807274, 0.03927914580923812, 20672774/28745, Sqrt[8392946292037/103280785]/2, 8392946292037/413123140, 406626232663475559232265311/140883094922035254579218738, 23951786403768156399/(8392946292037*Sqrt[16785892584074]), {20672774/28745, 3090272934/5749, 12010198746698/28745, 9702896146911294/28745, 8132615402679729674/28745, 1410314068325891157942/5749, 6302403880200114502163498/28745, 5783490232524230092123312734/28745, 5428099170617720630109528474314/28745, 1038340063009679005079088799957590/5749}, {0, 16785892584074/826275025, 47903572807536312798/23751275593625, 813252465326951118464530622/682730416938750625, 4934191801733566142118062758740246/19625085834904386715625, 11581349218043669051378962860584632204774/112824618464865319228128125, 459101403090083209278106550879200380254094620694/16215718288862768006062714765625, 4775570000000887755878011213744613042926437057189191918/466120822213360266334272735937890625, 42109755890074759420081014839859494235433127034041879006210742/13398643034523040855778669794534666015625, 418756671765866600217145960598137828279055849311618337373611897102366/385143994027364809399357863243898974619140625}}"
"{0.7332657952318075, 0.2597524526265133, 0.06747133664548904, 163854/15077, Sqrt[3622838734/859389]/23, 3622838734/454616781, 8667584103992135093/3281240123142680689, -11209206580689/(1811419367*Sqrt[1811419367]), {163854/15077, 1900879/15077, 23220501/15077, 295847929/15077, 3904661409/15077, 53118730849/15077, 742067540961/15077, 10615522077889/15077, 155163036005169/15077, 2313267852639169/15077}, {0, 1811419367/227315929, -11209206580689/3427242261533, 8667584103992135093/51672531577133041, -124990438996774969270005/779066758588434859157, 63113470594117969135052834237/11745989519237832371510089, -1253384957115877099551882008029509/177094283981548798665257611853, 581499885942205626370228954649037134573/2670050519589811237476089013907681, -12455066179096743245213462683663508223137925/40256351683855584027426994062686106437, 6173317123391147684655819012368606415036611068157/606945014337490640381516789483118426750649}}","{23.884953335589483, 0.18383226355417148, 0.03379430112345037, 21312081/30154, Sqrt[15349024628285/1718778]/23, 15349024628285/909233562, 194632994187280008525364549/47118511407939896484408245, -64114852676123776788/(15349024628285*Sqrt[15349024628285]), {21312081/30154, 15571858499/30154, 11654807449113/30154, 8886119783249051/30154, 6878395280038282881/30154, 5393745523010102528339/30154, 4278506852243002743839433/30154, 3429637524464455966670168651/30154, 2776070841686662577854293348561/30154, 2267707508628232435114632458418179/30154}, {0, 15349024628285/909263716, -16028713169030944197/6854484523066, 973164970936400042626822745/826760505234128656, -1027575504239695181387366945815545/3116267034353739436628, 99082661472986143921661433775666448746325/751743329231221271776645696, -250989630535497236374282800738284431841683816647/5667017087409561557288243579296, 11441717601018289575017834239349783213458631556397490225/683532933014991676793878787560366336, -7678735376477428151326357487317849396889473579679991406125345/1288203253883378688877663810005955405984, 1378402953244149418367056449252567856531241494843232495402484560246765/621511694681590415750673192430713268992664576}}"
"{1.3236271975776392, 0.3430299991320984, 0.11766958030456744, 314783/27984, Sqrt[11659266383/48942267]/4, 11659266383/783076272, 378563126478900288477/135938492589753902689, 313020035899630/(11659266383*Sqrt[11659266383]), {314783/27984, 3957533/27984, 54290039/27984, 799610645/27984, 12501293543/27984, 205660243733/27984, 3534240805319/27984, 63039609755765/27984, 105495523365013/2544, 21935393580341333/27984}, {0, 11659266383/783104256, 156510017949815/10957194749952, 126187708826300096159/204417425255104512, 8269550102668911929096135/4290312921254133497856, 18928381443928569533781687246763/480240467153502687216009216, 484897787367156634522918088993348375/2239841538803936533175466983424, 1194768217792223525218564817219351338908857/376078353731336159666293608384823296, 30898423443190749284679162970970525837123656295/1315522081352213886512695042130111889408, 9586343007901767421886927079150914247093462376195727/32723173266275869689041118274639156545060864}}","{42.049206154340446, 0.24207803874396636, 0.058601776842125274, 6693227/9328, Sqrt[7875672131909/16314089]/4, 7875672131909/261025424, 172503280268620849369639221/62026211529328053095984281, (1202291430192763266*Sqrt[3/7875672131909])/7875672131909, {6693227/9328, 15252308657/27984, 4056542942647/9328, 10136913357423137/27984, 2923036057371351007/9328, 7841304274401464328137/27984, 2405423619909452541519367/9328, 618838011416350874781118867/2544, 2185874262491686715320942963567/9328, 584526041797693236385263963799147/2544}, {0, 7875672131909/261034752, 200381905032127211/405822027776, 57501093422873616456546407/22713047250567168, 1109379203753502859436575007075/17655608729440878592, 559467553791010994184877314405328920809/1976298218738694186074112, 16316316795436807684007975195440151773760721/3072484964065756561283219456, 5968956221915051797235567275378143834091368085018187/171960838468832263221899226513408, 12826387468655258512286576153241893203055542666255470995/66835445884886139638911499371544576, 66373166688293087986163542767557847756274226098377820716813700109/14962584941141229853242395187306427318272}}"
